Phrase ID	Level	Clue (Question)	Phrase (Answer)
FPH514697	1197	Element	Phosphor
FPH514698	1198	Farbe	Purpurrot
FPH514699	1199	Land	Tunesien
FPH514700	1200	Trinken	Coca Cola
FPH514701	1201	Horrorfilm	Doctor Sleep
FPH514702	1202	Mythische Kreatur	Mumie
FPH514703	1203	Biom	Salzmarsch
FPH514704	1204	Emotion	Angenehm erfreut
FPH514705	1205	Gesteine ​​und Mineralien	Turmalin
FPH514706	1206	Musikinstrument	Synthesizer
FPH514707	1207	Kräuter und Gewürze	Grüne Minze
FPH514708	1208	Zurück zur Schule	Klassenzimmer
FPH514709	1209	Familie	Stiefbruder
FPH514710	1210	Am Strand	Seetangwald
FPH514711	1211	Sprache	Jiddisch
FPH514712	1212	Kochen	Waffeleisen
FPH514713	1213	US-Bundesstaat	Oklahoma
FPH514714	1214	Mythische Kreatur	Zerberus
FPH514715	1215	Farbe	Kastanienbraun
FPH514716	1216	Land	Somalia
FPH514717	1217	Auf dem Bauernhof	Dünger
FPH514718	1218	Element	Eisen und Nickel
FPH514719	1219	Trinken	Absinth
FPH514720	1220	Ferien	Fronleichnam
FPH514721	1221	Zurück zur Schule	Biologie
FPH514722	1222	Emotion	Unerwartete Überraschung
FPH514723	1223	Erfundener Charakter	Obi Wan Kenobi
FPH514724	1224	Disney-Film	Der Schatzplanet
FPH514725	1225	Biom	Gezeitenbecken
FPH514726	1226	Am Strand	Pause und Entspannung
FPH514727	1227	Kräuter und Gewürze	Rote Paprika
FPH514728	1228	Fahrzeug	Volkswagen Arteon
FPH514729	1229	Familie	Stiefmutter
FPH514730	1230	Musikinstrument	Waldhorn
FPH514731	1231	Sprache	Kroatisch
FPH514732	1232	Kochen	Marinieren
FPH514733	1233	Farbe	Blasses Gelb
FPH514734	1234	Zurück zur Schule	Informatik
FPH514735	1235	Element	Beryllium
FPH514736	1236	Gesteine ​​und Mineralien	Stalaktit
FPH514737	1237	Land	Marokko
FPH514738	1238	Ferien	Neujahr
FPH514739	1239	Mythische Kreatur	Engel und Dämonen
FPH514740	1240	Auf dem Bauernhof	Küken
FPH514741	1241	Emotion	Neidisch
FPH514742	1242	Fernsehsendung	Mike und Molly
FPH514743	1243	Am Strand	Palmen
FPH514744	1244	Vorspeise	Gegrillte Grapefruit
FPH514745	1245	Erfundener Charakter	Daenerys Targaryen
FPH514746	1246	Farbe	Lila und Orange
FPH514747	1247	Zurück zur Schule	Geographie
FPH514748	1248	Kochen	In Würfel schneiden
FPH514749	1249	Sprache	Rumänisch
FPH514750	1250	Kräuter und Gewürze	Grüne Zwiebel
FPH514751	1251	Musikinstrument	Orgel
FPH514752	1252	Gesteine ​​und Mineralien	Amethyst
FPH514753	1253	Beruf	Kardiologe
FPH514754	1254	Horrorfilm	Conjuring
FPH514755	1255	Land	Botswana
FPH514756	1256	Familie	Großtante
FPH514757	1257	Erfundener Charakter	Deadpool
FPH514758	1258	Element	Brom
FPH514759	1259	Auf dem Bauernhof	Entenküken
FPH514760	1260	Mythische Kreatur	Hydra und Medusa
FPH514761	1261	Zurück zur Schule	Rucksack
FPH514762	1262	Tier	Königskobra
FPH514763	1263	Am Strand	Badeanzug und Sandalen
FPH514764	1264	Biom	Wüstenoase
FPH514765	1265	Emotion	Erschrocken und entsetzt
FPH514766	1266	Farbe	Himmelblau
FPH514767	1267	Ferien	Kwanzaa
FPH514768	1268	Kräuter und Gewürze	Lakritze
FPH514769	1269	Sprache	Philippinisch
FPH514770	1270	Kochen	Popcorn Popper
FPH514771	1271	Musikinstrument	Posaune
FPH514772	1272	Mythische Kreatur	Genie in einer Lampe
FPH514773	1273	Fahrzeug	Volkswagen Tiguan
FPH514774	1274	Gesteine ​​und Mineralien	Eruptivgestein
FPH514775	1275	Familie	Stiefschwester
FPH514776	1276	Land	Albanien
FPH514777	1277	Abendessen	Berliner Pfannkuchen
FPH514778	1278	Auf dem Bauernhof	Bewässerung
FPH514779	1279	Zurück zur Schule	Brotdose
FPH514780	1280	Trinken	Fruchtsmoothie
FPH514781	1281	Erfundener Charakter	James Bond
FPH514782	1282	Farbe	Indigo
FPH514783	1283	Mythische Kreatur	Leviathan
FPH514784	1284	Am Strand	Beachball
FPH514785	1285	Kräuter und Gewürze	Würziger Wasabi
FPH514786	1286	Musikinstrument	Klarinette
FPH514787	1287	Emotion	Sentimental
FPH514788	1288	Kochen	Teelöffel
FPH514789	1289	Sprache	Deutsche
FPH514790	1290	Biom	Küstenfluss
FPH514791	1291	Deutsche Stadt	Leipzig
FPH514792	1292	Ferien	Weltkindertag
FPH514793	1293	Zurück zur Schule	Kugelschreiber
FPH514794	1294	Gesteine ​​und Mineralien	Sandstein
FPH514795	1295	Land	Bolivien
FPH514796	1296	Familie	Urgroßvater
FPH514797	1297	Am Strand	Gerätetauchen
FPH514798	1298	Farbe	Chartreuse
FPH514799	1299	Mythische Kreatur	Phönix
FPH514800	1300	Dessert	Donuts
FPH514801	1301	Auf dem Bauernhof	Heuhaufen
FPH514802	1302	Außenaktivität	Fußball
FPH514803	1303	Kochen	Eisportionierer
FPH514804	1304	Element	Kalzium
FPH514805	1305	Zurück zur Schule	Wörterbuch
FPH514806	1306	Musikinstrument	Kleine Trommel
FPH514807	1307	Sprache	Koreanisch
FPH514808	1308	Kräuter und Gewürze	Koriander
FPH514809	1309	Emotion	Triumphierend
FPH514810	1310	Biom	Gezeitenzone
FPH514811	1311	Vorspeise	Kartoffelsalat
FPH514812	1312	Gesteine ​​und Mineralien	Granit und Basalt
FPH514813	1313	Land	Thailand
FPH514814	1314	Familie	Omas und Opas
FPH514815	1315	Trinken	Earl Grey Tee
FPH514816	1316	Am Strand	Salzwasser
FPH514817	1317	Farbe	Rosa und Blau
FPH514818	1318	Mythische Kreatur	Banshee
FPH514819	1319	Kochen	Karamellisieren
FPH514820	1320	Zurück zur Schule	Winkelmesser
FPH514821	1321	Sprache	Italienisch
FPH514822	1322	Ferien	Chanukka
FPH514823	1323	Emotion	Sympathisch
FPH514824	1324	Auf dem Bauernhof	Nutztiere
FPH514825	1325	Fernsehsendung	Freunde
FPH514826	1326	Element	Chlor
FPH514827	1327	Musikinstrument	Signalhörner und Trompeten
FPH514828	1328	Biom	Marschland
FPH514829	1329	Kräuter und Gewürze	Frischer Basilikum
FPH514830	1330	Gesteine ​​und Mineralien	Kalkstein
FPH514831	1331	Familie	Stiefvater
FPH514832	1332	Land	Portugal
FPH514833	1333	Zurück zur Schule	Konstruktionspapier
FPH514834	1334	Beruf	Hautarzt
FPH514835	1335	Disney-Film	Das große Krabbeln
FPH514836	1336	Dessert	Crepes
FPH514837	1337	Farbe	Grau und Gelb
FPH514838	1338	Sprache	Tagalog
FPH514839	1339	Kochen	Ofenhandschuhe
FPH514840	1340	Am Strand	Sanddollar
FPH514841	1341	Fiktive Charaktere	Mario und Luigi
FPH514842	1342	Mythische Kreatur	Godzilla
FPH514843	1343	Auf dem Bauernhof	Landwirtschaft
FPH514844	1344	Musikinstrument	Dudelsack
FPH514845	1345	Deutsche Stadt	Dresden
FPH514846	1346	Ferien	Mariä Himmelfahrt
FPH514847	1347	Land	Mosambik
FPH514848	1348	Biom	Waldgebiete
FPH514849	1349	Emotion	Einsamkeit
FPH514850	1350	Zurück zur Schule	Enzyklopädie
FPH514851	1351	Gesteine ​​und Mineralien	Saphir
FPH514852	1352	Familie	Cousin zweiten Grades
FPH514853	1353	Kochen	Gemüseschäler
FPH514854	1354	Element	Jod
FPH514855	1355	Mythische Kreatur	Chimäre
FPH514856	1356	Tier	Büffel
FPH514857	1357	Sprache	Spanisch
FPH514858	1358	Kräuter und Gewürze	Rosmarin
FPH514859	1359	Am Strand	Surfbrett
FPH514860	1360	Musikinstrument	Xylophon
FPH514861	1361	Farbe	Immergrün
FPH514862	1362	Auf dem Bauernhof	Kühe und Bullen
FPH514863	1363	Vorspeise	Gurkensalat
FPH514864	1364	Zurück zur Schule	Klebestift
FPH514865	1365	Kochen	Reis Kocher
FPH514866	1366	Trinken	Wermut
FPH514867	1367	Land	Luxemburg
FPH514868	1368	Gesteine ​​und Mineralien	Smaragd
FPH514869	1369	Ferien	Tag der Deutschen Einheit
FPH514870	1370	Mythische Kreatur	Zentaur
FPH514871	1371	Biom	Nadelwald
FPH514872	1372	Sprache	Ungarisch
FPH514873	1373	Kräuter und Gewürze	Salbei und Thymian
FPH514874	1374	Element	Uran
FPH514875	1375	Zurück zur Schule	Schere und Klebeband
FPH514876	1376	Farbe	Heißes Rosa
FPH514877	1377	US-Bundesstaat	Wisconsin
FPH514878	1378	Familie	Schwiegervater
FPH514879	1379	Am Strand	Sonnencreme aufsprühen
FPH514880	1380	Musikinstrument	Celli und Bässe
FPH514881	1381	Emotion	Angst und Panik
FPH514882	1382	Auf dem Bauernhof	Vogelscheuche
FPH514883	1383	Kochen	Schneidbrett
FPH514884	1384	Disney-Film	Die Unglaublichen – The Incredibles
FPH514885	1385	Dessert	Schokoladenriegel
FPH514886	1386	Erfundener Charakter	Atticus Finch
FPH514887	1387	Trinken	Schlammlawine
FPH514888	1388	Zurück zur Schule	Calculus Klasse
FPH514889	1389	Land	Montenegro
FPH514890	1390	Farbe	Elfenbein und Ebenholz
FPH514891	1391	Sprache	Kantonesisch
FPH514892	1392	Biom	Wiesen
FPH514893	1393	Abendessen	Kasseler
FPH514894	1394	Mythische Kreatur	Zyklop
FPH514895	1395	Element	Stickstoff
FPH514896	1396	Ferien	Reformationstag
FPH514897	1397	Kräuter und Gewürze	Meerrettich
FPH514898	1398	Familie	Söhne und Töchter
FPH514899	1399	Auf dem Bauernhof	Pflanzen und Ernten
FPH514900	1400	Musikinstrument	Kastagnetten
FPH514901	1401	Kochen	Bratpfanne
FPH514902	1402	Zurück zur Schule	Tafel
FPH514903	1403	Gesteine ​​und Mineralien	Stalagmit
FPH514904	1404	Emotion	Zufriedenheit
FPH514905	1405	Sprache	Ukrainisch
FPH514906	1406	Biom	Tiefseegraben
FPH514907	1407	Am Strand	Schnorcheln
FPH514908	1408	Fernsehsendung	Full House
FPH514909	1409	Disney-Film	Alles steht Kopf
FPH514910	1410	Land	Salomon Inseln
FPH514911	1411	Erfundener Charakter	Sherlock Holmes
FPH514912	1412	Mythische Kreatur	Kobold
FPH514913	1413	Farbe	Fuchsia und Magenta
FPH514914	1414	Kochen	Espressomaschine
FPH514915	1415	Familie	Zweieiige Zwillinge
FPH514916	1416	Zurück zur Schule	Pop Quiz
FPH514917	1417	Element	Plutonium
FPH514918	1418	Auf dem Bauernhof	Obstbäume
FPH514919	1419	Kräuter und Gewürze	Minzblätter
FPH514920	1420	Musikinstrument	Violinen und Bratschen
FPH514921	1421	Trinken	Tequila
FPH514922	1422	Dessert	Spaghettieis
FPH514923	1423	Sprache	Portugiesisch
FPH514924	1424	Biom	Mangroven Wald
FPH514925	1425	Kochen	Steak Messer
FPH514926	1426	Emotion	Nervöses Rouge
FPH514927	1427	Erfundener Charakter	Forrest Gump
FPH514928	1428	Farbe	Anthrazitschwarz
FPH514929	1429	Fernsehsendung	Rizzoli und Inseln
FPH514930	1430	Am Strand	Korallenriff
FPH514931	1431	Zurück zur Schule	Sozialwissenschaften
FPH514932	1432	Land	Saudi Arabien
FPH514933	1433	Ferien	Allerheiligan
FPH514934	1434	Familie	Kind und Eltern
FPH514935	1435	Kochen	Ausstechform
FPH514936	1436	Musikinstrument	Tambourin
FPH514937	1437	Dessert	Dampfnudeln mit Vanillesauce
FPH514938	1438	Element	Chrom
FPH514939	1439	Kräuter und Gewürze	Pfefferminze
FPH514940	1440	Sprache	Vietnamesisch
FPH514941	1441	Deutsche Stadt	Bochum
FPH514942	1442	Mythische Kreatur	Pegasus
FPH514943	1443	Emotion	Trauer geschlagen
FPH514944	1444	Auf dem Bauernhof	Hühnerstall
FPH514945	1445	Erfundener Charakter	Walter White
FPH514946	1446	Land	Aserbaidschan
FPH514947	1447	Gesteine ​​und Mineralien	Türkis
FPH514948	1448	Zurück zur Schule	Textmarker
FPH514949	1449	Tier	Roter Panda
FPH514950	1450	Farbe	Senfgelb
FPH514951	1451	Trinken	Kosmopolitisch
FPH514952	1452	Familie	Tanten und Onkel
FPH514953	1453	Am Strand	Sandburg
FPH514954	1454	Musikinstrument	Akkordeon
FPH514955	1455	Kochen	Messlöffel
FPH514956	1456	Erfundener Charakter	Homer Simpson
FPH514957	1457	Fernsehsendung	Dexter
FPH514958	1458	Sprache	Bulgarisch
FPH514959	1459	Biom	Borealer Wald
FPH514960	1460	Mythische Kreatur	Basilisk
FPH514961	1461	Kräuter und Gewürze	Coriander
FPH514962	1462	Emotion	Wütende Wut
FPH514963	1463	Gesteine ​​und Mineralien	Sedimentgestein
FPH514964	1464	Element	Magnesium
FPH514965	1465	Auf dem Bauernhof	Heuballen
FPH514966	1466	Disney-Film	Ratatouille
FPH514967	1467	Trinken	Moscow Mule
FPH514968	1468	Zurück zur Schule	Tafel
FPH514969	1469	Familie	Schwiegermutter
FPH514970	1470	Am Strand	Sonnenbrille
FPH514971	1471	Land	Litauen
FPH514972	1472	Ferien	Buß und Bettag
FPH514973	1473	Farbe	Waldgrün
FPH514974	1474	Musikinstrument	Konzertflügel
FPH514975	1475	Disney-Film	Ralph Reichts
FPH514976	1476	Kochen	Auflaufform
FPH514977	1477	Abendessen	Mettwurst
FPH514978	1478	Erfundener Charakter	Indiana Jones
FPH514979	1479	Kräuter und Gewürze	Cayenne Pfeffer
FPH514980	1480	Dessert	Kirschkuchen
FPH514981	1481	Emotion	Enthusiastisch
FPH514982	1482	Am Strand	Boogie Board
FPH514983	1483	Biom	Tropischer Regenwald
FPH514984	1484	Element	Platin
FPH514985	1485	Trinken	Schaumwin
FPH514986	1486	Auf dem Bauernhof	Pferde und Ställe
FPH514987	1487	Mythische Kreatur	Wasserspeier
FPH514988	1488	Gesteine ​​und Mineralien	Aquamarin
FPH514989	1489	Zurück zur Schule	Leibesübungen
FPH514990	1490	Familie	Enkelin
FPH514991	1491	Kräuter und Gewürze	Lorbeerblätter
FPH514992	1492	Veranstaltung	Hafengeburtstag
FPH514993	1493	Musikinstrument	Elektrische Gitarre
FPH514994	1494	Biom	Frozen Tundra
FPH514995	1495	Kochen	Kaffeemaschine
FPH514996	1496	Sprache	Japanische
FPH514997	1497	Emotion	Erstaunen
FPH514998	1498	Land	Honduras
FPH514999	1499	Ferien	Weihnachtstag
FPH515000	1500	Farbe	Marineblau
